instant,g1,g2,g3,g4,g5,l1,l2,l3,l4,l5
2019-08-18T23:00:00Z,TECHM.NS,LT.NS,TITAN.NS,WIPRO.NS,RELIANCE.NS,HDFCLIFE.NS,GRASIM.NS,COALINDIA.NS,HEROMOTOCO.NS,ONGC.NS
2017-07-03T23:00:00Z,RELIANCE.NS,NESTLEIND.NS,BRITANNIA.NS,KOTAKBANK.NS,HINDALCO.NS,HEROMOTOCO.NS,ITC.NS,GRASIM.NS,CIPLA.NS,TATACONSUM.NS
2015-05-19T23:00:00Z,TECHM.NS,WIPRO.NS,ULTRACEMCO.NS,TCS.NS,RELIANCE.NS,BAJAJ-AUTO.NS,TATASTEEL.NS,BAJAJFINSV.NS,TATACONSUM.NS,ONGC.NS
2019-05-15T23:00:00Z,TATACONSUM.NS,ULTRACEMCO.NS,BAJFINANCE.NS,BAJAJFINSV.NS,SHREECEM.NS,HDFCLIFE.NS,BHARTIARTL.NS,INDUSINDBK.NS,COALINDIA.NS,CIPLA.NS
2017-03-30T23:00:00Z,RELIANCE.NS,HINDALCO.NS,NTPC.NS,TITAN.NS,NESTLEIND.NS,GRASIM.NS,ICICIBANK.NS,SHREECEM.NS,CIPLA.NS,ITC.NS
2020-01-29T00:00:00Z,BAJFINANCE.NS,NESTLEIND.NS,BAJAJFINSV.NS,ITC.NS,LT.NS,TCS.NS,ULTRACEMCO.NS,GRASIM.NS,TITAN.NS,CIPLA.NS
2017-12-14T00:00:00Z,GRASIM.NS,CIPLA.NS,TECHM.NS,ITC.NS,HEROMOTOCO.NS,TCS.NS,BRITANNIA.NS,NESTLEIND.NS,TITAN.NS,ULTRACEMCO.NS
2015-10-30T00:00:00Z,NTPC.NS,KOTAKBANK.NS,ICICIBANK.NS,BRITANNIA.NS,BAJFINANCE.NS,ITC.NS,LT.NS,SHREECEM.NS,NESTLEIND.NS,TATACONSUM.NS
2017-02-28T00:00:00Z,BHARTIARTL.NS,BAJAJFINSV.NS,HINDALCO.NS,BAJFINANCE.NS,ULTRACEMCO.NS,GRASIM.NS,COALINDIA.NS,NTPC.NS,BAJAJ-AUTO.NS,NESTLEIND.NS
2016-09-01T23:00:00Z,BHARTIARTL.NS,MARUTI.NS,TITAN.NS,ONGC.NS,HEROMOTOCO.NS,COALINDIA.NS,BRITANNIA.NS,RELIANCE.NS,NESTLEIND.NS,CIPLA.NS
2017-06-01T23:00:00Z,HEROMOTOCO.NS,CIPLA.NS,BAJFINANCE.NS,BAJAJFINSV.NS,INDUSINDBK.NS,TATASTEEL.NS,ICICIBANK.NS,LT.NS,MARUTI.NS,BRITANNIA.NS
2020-12-03T00:00:00Z,MARUTI.NS,ONGC.NS,HINDALCO.NS,NTPC.NS,BAJAJFINSV.NS,TCS.NS,BAJAJ-AUTO.NS,BHARTIARTL.NS,ULTRACEMCO.NS,GRASIM.NS
2020-08-16T23:00:00Z,NTPC.NS,HEROMOTOCO.NS,BAJAJ-AUTO.NS,HINDALCO.NS,TECHM.NS,BHARTIARTL.NS,RELIANCE.NS,GRASIM.NS,ICICIBANK.NS,CIPLA.NS
2018-07-02T23:00:00Z,TATACONSUM.NS,CIPLA.NS,BAJAJFINSV.NS,MARUTI.NS,ONGC.NS,ICICIBANK.NS,ULTRACEMCO.NS,TITAN.NS,LT.NS,BRITANNIA.NS
2016-05-17T23:00:00Z,SHREECEM.NS,ONGC.NS,LT.NS,ITC.NS,TATASTEEL.NS,HEROMOTOCO.NS,BAJAJ-AUTO.NS,BRITANNIA.NS,MARUTI.NS,ULTRACEMCO.NS
2020-05-13T23:00:00Z,HEROMOTOCO.NS,TATACONSUM.NS,ULTRACEMCO.NS,MARUTI.NS,BRITANNIA.NS,TECHM.NS,HINDALCO.NS,INDUSINDBK.NS,HDFCLIFE.NS,RELIANCE.NS
2015-08-02T23:00:00Z,ICICIBANK.NS,BAJAJFINSV.NS,BAJFINANCE.NS,MARUTI.NS,ITC.NS,TITAN.NS,COALINDIA.NS,TECHM.NS,BAJAJ-AUTO.NS,KOTAKBANK.NS
2021-03-16T00:00:00Z,TCS.NS,BHARTIARTL.NS,ULTRACEMCO.NS,ITC.NS,BRITANNIA.NS,TATASTEEL.NS,CIPLA.NS,LT.NS,ICICIBANK.NS,NTPC.NS
2019-01-30T00:00:00Z,ICICIBANK.NS,TATASTEEL.NS,BAJFINANCE.NS,HINDALCO.NS,HDFCLIFE.NS,BAJAJ-AUTO.NS,KOTAKBANK.NS,TECHM.NS,BHARTIARTL.NS,RELIANCE.NS
2016-12-15T00:00:00Z,TCS.NS,ONGC.NS,TATACONSUM.NS,INDUSINDBK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,GRASIM.NS,TITAN.NS,NTPC.NS,ULTRACEMCO.NS
2018-01-15T00:00:00Z,HDFCLIFE.NS,ICICIBANK.NS,ULTRACEMCO.NS,GRASIM.NS,TATASTEEL.NS,ONGC.NS,BAJFINANCE.NS,HEROMOTOCO.NS,INDUSINDBK.NS,TECHM.NS
2015-12-01T00:00:00Z,TATASTEEL.NS,BAJAJFINSV.NS,COALINDIA.NS,HINDALCO.NS,ULTRACEMCO.NS,BHARTIARTL.NS,TATACONSUM.NS,TITAN.NS,HEROMOTOCO.NS,LT.NS
2019-07-17T23:00:00Z,WIPRO.NS,HDFCLIFE.NS,BRITANNIA.NS,KOTAKBANK.NS,BAJFINANCE.NS,ONGC.NS,COALINDIA.NS,MARUTI.NS,TITAN.NS,BAJAJ-AUTO.NS
2018-05-31T23:00:00Z,BAJAJ-AUTO.NS,MARUTI.NS,BHARTIARTL.NS,NESTLEIND.NS,HEROMOTOCO.NS,BAJAJFINSV.NS,ONGC.NS,TATASTEEL.NS,TATACONSUM.NS,INDUSINDBK.NS
2019-09-30T23:00:00Z,MARUTI.NS,TITAN.NS,KOTAKBANK.NS,NTPC.NS,HDFCLIFE.NS,INDUSINDBK.NS,GRASIM.NS,BHARTIARTL.NS,CIPLA.NS,ULTRACEMCO.NS
2017-08-15T23:00:00Z,TATACONSUM.NS,TECHM.NS,CIPLA.NS,BRITANNIA.NS,ITC.NS,NTPC.NS,ULTRACEMCO.NS,ONGC.NS,RELIANCE.NS,TITAN.NS
2015-07-01T23:00:00Z,BAJAJFINSV.NS,BHARTIARTL.NS,KOTAKBANK.NS,BAJAJ-AUTO.NS,NESTLEIND.NS,SHREECEM.NS,TITAN.NS,HINDALCO.NS,TECHM.NS,CIPLA.NS
2019-12-05T00:00:00Z,TCS.NS,ITC.NS,LT.NS,BRITANNIA.NS,TITAN.NS,COALINDIA.NS,BHARTIARTL.NS,TATASTEEL.NS,INDUSINDBK.NS,GRASIM.NS
2016-03-17T00:00:00Z,TECHM.NS,ONGC.NS,ULTRACEMCO.NS,NESTLEIND.NS,BAJFINANCE.NS,CIPLA.NS,TATASTEEL.NS,MARUTI.NS,BRITANNIA.NS,HINDALCO.NS
2016-07-31T23:00:00Z,BAJFINANCE.NS,BAJAJFINSV.NS,TCS.NS,TATASTEEL.NS,WIPRO.NS,ICICIBANK.NS,LT.NS,NESTLEIND.NS,BRITANNIA.NS,KOTAKBANK.NS
2021-01-04T00:00:00Z,TATASTEEL.NS,HINDALCO.NS,ONGC.NS,TCS.NS,GRASIM.NS,HEROMOTOCO.NS,KOTAKBANK.NS,BAJFINANCE.NS,TITAN.NS,BRITANNIA.NS
2018-11-20T00:00:00Z,INDUSINDBK.NS,BAJFINANCE.NS,HDFCLIFE.NS,SHREECEM.NS,ITC.NS,HINDALCO.NS,TATACONSUM.NS,WIPRO.NS,TATASTEEL.NS,TECHM.NS
2021-04-26T23:00:00Z,HINDALCO.NS,TATASTEEL.NS,LT.NS,BAJFINANCE.NS,INDUSINDBK.NS,HDFCLIFE.NS,MARUTI.NS,NESTLEIND.NS,KOTAKBANK.NS,NTPC.NS
2017-01-16T00:00:00Z,TATASTEEL.NS,BAJFINANCE.NS,HEROMOTOCO.NS,TITAN.NS,GRASIM.NS,ONGC.NS,SHREECEM.NS,RELIANCE.NS,TATACONSUM.NS,BHARTIARTL.NS
2020-07-15T23:00:00Z,CIPLA.NS,BRITANNIA.NS,NESTLEIND.NS,INDUSINDBK.NS,KOTAKBANK.NS,TECHM.NS,ITC.NS,NTPC.NS,COALINDIA.NS,GRASIM.NS
2020-09-28T23:00:00Z,HINDALCO.NS,ULTRACEMCO.NS,HEROMOTOCO.NS,TCS.NS,TITAN.NS,ONGC.NS,INDUSINDBK.NS,NTPC.NS,TATACONSUM.NS,BAJAJ-AUTO.NS
2016-06-29T23:00:00Z,GRASIM.NS,BAJFINANCE.NS,BHARTIARTL.NS,NTPC.NS,TATASTEEL.NS,BRITANNIA.NS,CIPLA.NS,TECHM.NS,RELIANCE.NS,ULTRACEMCO.NS
2018-02-16T00:00:00Z,CIPLA.NS,KOTAKBANK.NS,BRITANNIA.NS,TCS.NS,NESTLEIND.NS,TECHM.NS,ICICIBANK.NS,SHREECEM.NS,BHARTIARTL.NS,MARUTI.NS
2019-06-05T23:00:00Z,COALINDIA.NS,TITAN.NS,HEROMOTOCO.NS,NTPC.NS,NESTLEIND.NS,INDUSINDBK.NS,LT.NS,SHREECEM.NS,TATASTEEL.NS,ULTRACEMCO.NS
2017-04-20T23:00:00Z,RELIANCE.NS,NTPC.NS,TECHM.NS,HINDALCO.NS,ONGC.NS,ITC.NS,WIPRO.NS,CIPLA.NS,GRASIM.NS,MARUTI.NS
2021-01-22T00:00:00Z,BAJAJ-AUTO.NS,HEROMOTOCO.NS,TCS.NS,BAJAJFINSV.NS,WIPRO.NS,HINDALCO.NS,INDUSINDBK.NS,ICICIBANK.NS,COALINDIA.NS,TATASTEEL.NS
2016-09-22T23:00:00Z,TATACONSUM.NS,RELIANCE.NS,BAJAJFINSV.NS,TCS.NS,NESTLEIND.NS,ICICIBANK.NS,TATASTEEL.NS,TITAN.NS,ITC.NS,GRASIM.NS
2020-01-08T00:00:00Z,BHARTIARTL.NS,TCS.NS,SHREECEM.NS,ULTRACEMCO.NS,BAJFINANCE.NS,COALINDIA.NS,LT.NS,ONGC.NS,TITAN.NS,HEROMOTOCO.NS
2017-11-23T00:00:00Z,RELIANCE.NS,TECHM.NS,GRASIM.NS,INDUSINDBK.NS,SHREECEM.NS,HDFCLIFE.NS,BAJAJ-AUTO.NS,ULTRACEMCO.NS,HINDALCO.NS,TITAN.NS
2019-08-29T23:00:00Z,INDUSINDBK.NS,HDFCLIFE.NS,TATASTEEL.NS,HINDALCO.NS,WIPRO.NS,COALINDIA.NS,ONGC.NS,KOTAKBANK.NS,NTPC.NS,LT.NS
2017-02-17T00:00:00Z,TITAN.NS,ICICIBANK.NS,CIPLA.NS,INDUSINDBK.NS,GRASIM.NS,HINDALCO.NS,TCS.NS,HEROMOTOCO.NS,WIPRO.NS,COALINDIA.NS
2020-06-03T23:00:00Z,TECHM.NS,TATACONSUM.NS,BHARTIARTL.NS,HDFCLIFE.NS,CIPLA.NS,BAJFINANCE.NS,INDUSINDBK.NS,KOTAKBANK.NS,LT.NS,BAJAJFINSV.NS
2018-04-19T23:00:00Z,TCS.NS,TECHM.NS,COALINDIA.NS,WIPRO.NS,BHARTIARTL.NS,ICICIBANK.NS,TATASTEEL.NS,BAJAJFINSV.NS,NTPC.NS,BAJFINANCE.NS
2015-08-23T23:00:00Z,NESTLEIND.NS,SHREECEM.NS,ITC.NS,HEROMOTOCO.NS,TITAN.NS,TATASTEEL.NS,TATACONSUM.NS,ONGC.NS,ICICIBANK.NS,BAJAJ-AUTO.NS
2015-04-28T23:00:00Z,BAJAJFINSV.NS,BRITANNIA.NS,WIPRO.NS,TECHM.NS,ICICIBANK.NS,NESTLEIND.NS,BHARTIARTL.NS,ITC.NS,RELIANCE.NS,MARUTI.NS
2018-03-20T00:00:00Z,TECHM.NS,TATASTEEL.NS,SHREECEM.NS,BAJAJFINSV.NS,NESTLEIND.NS,ONGC.NS,CIPLA.NS,ULTRACEMCO.NS,ICICIBANK.NS,COALINDIA.NS
2016-02-03T00:00:00Z,BAJFINANCE.NS,BAJAJFINSV.NS,BRITANNIA.NS,TCS.NS,TITAN.NS,NTPC.NS,TATASTEEL.NS,ICICIBANK.NS,HINDALCO.NS,SHREECEM.NS
2021-02-23T00:00:00Z,TATASTEEL.NS,ONGC.NS,HINDALCO.NS,INDUSINDBK.NS,LT.NS,KOTAKBANK.NS,MARUTI.NS,BAJAJ-AUTO.NS,BHARTIARTL.NS,WIPRO.NS
2019-01-09T00:00:00Z,NESTLEIND.NS,ITC.NS,BHARTIARTL.NS,INDUSINDBK.NS,WIPRO.NS,ULTRACEMCO.NS,TATASTEEL.NS,SHREECEM.NS,ONGC.NS,TATACONSUM.NS
2016-11-24T00:00:00Z,HINDALCO.NS,NESTLEIND.NS,TCS.NS,TATASTEEL.NS,HEROMOTOCO.NS,BAJFINANCE.NS,KOTAKBANK.NS,TATACONSUM.NS,RELIANCE.NS,ICICIBANK.NS
2020-08-27T23:00:00Z,INDUSINDBK.NS,ICICIBANK.NS,KOTAKBANK.NS,BHARTIARTL.NS,GRASIM.NS,HEROMOTOCO.NS,HDFCLIFE.NS,COALINDIA.NS,NTPC.NS,CIPLA.NS
2015-07-22T23:00:00Z,BAJAJFINSV.NS,NESTLEIND.NS,SHREECEM.NS,MARUTI.NS,TATACONSUM.NS,BAJAJ-AUTO.NS,TCS.NS,BHARTIARTL.NS,LT.NS,ICICIBANK.NS
2015-11-10T00:00:00Z,BAJAJ-AUTO.NS,HEROMOTOCO.NS,MARUTI.NS,SHREECEM.NS,BAJFINANCE.NS,RELIANCE.NS,COALINDIA.NS,ONGC.NS,INDUSINDBK.NS,BAJAJFINSV.NS
2016-08-21T23:00:00Z,ITC.NS,NESTLEIND.NS,BAJAJFINSV.NS,SHREECEM.NS,BRITANNIA.NS,GRASIM.NS,TCS.NS,TATACONSUM.NS,NTPC.NS,HINDALCO.NS
2019-07-28T23:00:00Z,ICICIBANK.NS,INDUSINDBK.NS,TCS.NS,TECHM.NS,BRITANNIA.NS,GRASIM.NS,BAJAJ-AUTO.NS,MARUTI.NS,ULTRACEMCO.NS,HDFCLIFE.NS
2017-06-12T23:00:00Z,TATACONSUM.NS,NTPC.NS,TITAN.NS,BAJAJFINSV.NS,BAJFINANCE.NS,WIPRO.NS,TECHM.NS,INDUSINDBK.NS,HEROMOTOCO.NS,BHARTIARTL.NS
2017-03-21T00:00:00Z,GRASIM.NS,BAJAJFINSV.NS,ITC.NS,ONGC.NS,SHREECEM.NS,MARUTI.NS,RELIANCE.NS,ICICIBANK.NS,TECHM.NS,CIPLA.NS
2015-02-04T00:00:00Z,HINDALCO.NS,COALINDIA.NS,ONGC.NS,TATASTEEL.NS,HEROMOTOCO.NS,TECHM.NS,LT.NS,TCS.NS,BRITANNIA.NS,BAJFINANCE.NS
2021-05-17T23:00:00Z,BAJAJ-AUTO.NS,TITAN.NS,BAJFINANCE.NS,TATASTEEL.NS,HINDALCO.NS,BHARTIARTL.NS,ITC.NS,COALINDIA.NS,GRASIM.NS,TATACONSUM.NS
2019-04-02T23:00:00Z,MARUTI.NS,NESTLEIND.NS,BAJAJFINSV.NS,HDFCLIFE.NS,TATASTEEL.NS,LT.NS,TECHM.NS,BHARTIARTL.NS,TATACONSUM.NS,GRASIM.NS
2019-10-21T23:00:00Z,SHREECEM.NS,ICICIBANK.NS,TITAN.NS,CIPLA.NS,WIPRO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,TECHM.NS,TATASTEEL.NS
2017-09-05T23:00:00Z,TATACONSUM.NS,BAJFINANCE.NS,HINDALCO.NS,SHREECEM.NS,ULTRACEMCO.NS,ITC.NS,TCS.NS,BAJAJ-AUTO.NS,BHARTIARTL.NS,LT.NS
2016-07-20T23:00:00Z,NESTLEIND.NS,ULTRACEMCO.NS,BAJAJFINSV.NS,INDUSINDBK.NS,COALINDIA.NS,KOTAKBANK.NS,ICICIBANK.NS,TATASTEEL.NS,RELIANCE.NS,NTPC.NS
2016-12-26T00:00:00Z,NESTLEIND.NS,TCS.NS,BHARTIARTL.NS,ITC.NS,BAJFINANCE.NS,HINDALCO.NS,CIPLA.NS,TATASTEEL.NS,TITAN.NS,ONGC.NS
2019-06-26T23:00:00Z,HDFCLIFE.NS,ONGC.NS,TITAN.NS,INDUSINDBK.NS,HEROMOTOCO.NS,TECHM.NS,RELIANCE.NS,WIPRO.NS,ITC.NS,HINDALCO.NS
2020-12-24T00:00:00Z,ONGC.NS,RELIANCE.NS,KOTAKBANK.NS,BHARTIARTL.NS,ICICIBANK.NS,NESTLEIND.NS,WIPRO.NS,TATACONSUM.NS,GRASIM.NS,INDUSINDBK.NS
2017-05-11T23:00:00Z,HEROMOTOCO.NS,KOTAKBANK.NS,TECHM.NS,CIPLA.NS,COALINDIA.NS,BAJAJFINSV.NS,BAJFINANCE.NS,HINDALCO.NS,TITAN.NS,ICICIBANK.NS
2018-11-09T00:00:00Z,HEROMOTOCO.NS,MARUTI.NS,TECHM.NS,BAJAJFINSV.NS,BAJFINANCE.NS,TATACONSUM.NS,HINDALCO.NS,BHARTIARTL.NS,TCS.NS,RELIANCE.NS
2015-10-07T23:00:00Z,ULTRACEMCO.NS,TATASTEEL.NS,BRITANNIA.NS,HINDALCO.NS,NESTLEIND.NS,RELIANCE.NS,ITC.NS,ICICIBANK.NS,BAJFINANCE.NS,NTPC.NS
2020-03-12T00:00:00Z,NESTLEIND.NS,TATASTEEL.NS,CIPLA.NS,BHARTIARTL.NS,HEROMOTOCO.NS,ONGC.NS,HINDALCO.NS,ITC.NS,GRASIM.NS,BAJAJFINSV.NS
2018-06-11T23:00:00Z,HDFCLIFE.NS,INDUSINDBK.NS,HEROMOTOCO.NS,TCS.NS,LT.NS,SHREECEM.NS,BHARTIARTL.NS,HINDALCO.NS,COALINDIA.NS,TATASTEEL.NS
2020-07-26T23:00:00Z,TCS.NS,ULTRACEMCO.NS,TATASTEEL.NS,TECHM.NS,HDFCLIFE.NS,ICICIBANK.NS,INDUSINDBK.NS,BAJFINANCE.NS,GRASIM.NS,KOTAKBANK.NS
2016-04-26T23:00:00Z,BHARTIARTL.NS,ONGC.NS,ITC.NS,INDUSINDBK.NS,KOTAKBANK.NS,ICICIBANK.NS,ULTRACEMCO.NS,HINDALCO.NS,BAJFINANCE.NS,TATASTEEL.NS
2020-03-31T23:00:00Z,HEROMOTOCO.NS,BAJAJ-AUTO.NS,TITAN.NS,BAJFINANCE.NS,GRASIM.NS,TECHM.NS,KOTAKBANK.NS,TCS.NS,SHREECEM.NS,TATACONSUM.NS
2019-09-19T23:00:00Z,HEROMOTOCO.NS,INDUSINDBK.NS,ULTRACEMCO.NS,MARUTI.NS,BAJFINANCE.NS,TCS.NS,NTPC.NS,TECHM.NS,ITC.NS,WIPRO.NS
2020-10-19T23:00:00Z,TECHM.NS,BHARTIARTL.NS,LT.NS,WIPRO.NS,TCS.NS,BRITANNIA.NS,ONGC.NS,NTPC.NS,HINDALCO.NS,RELIANCE.NS
2018-09-04T23:00:00Z,HINDALCO.NS,WIPRO.NS,BAJAJ-AUTO.NS,HDFCLIFE.NS,GRASIM.NS,NESTLEIND.NS,BRITANNIA.NS,TITAN.NS,BHARTIARTL.NS,KOTAKBANK.NS
2020-09-27T23:00:00Z,INDUSINDBK.NS,BAJFINANCE.NS,ONGC.NS,ICICIBANK.NS,GRASIM.NS,WIPRO.NS,NESTLEIND.NS,TCS.NS,BAJAJ-AUTO.NS,CIPLA.NS
2018-08-13T23:00:00Z,BAJFINANCE.NS,ULTRACEMCO.NS,BAJAJFINSV.NS,ICICIBANK.NS,CIPLA.NS,HEROMOTOCO.NS,BHARTIARTL.NS,NTPC.NS,HINDALCO.NS,GRASIM.NS
2016-06-28T23:00:00Z,BAJAJFINSV.NS,HEROMOTOCO.NS,NTPC.NS,WIPRO.NS,TITAN.NS,NESTLEIND.NS,COALINDIA.NS,ITC.NS,BHARTIARTL.NS,ULTRACEMCO.NS
2019-12-26T00:00:00Z,HDFCLIFE.NS,ONGC.NS,BAJFINANCE.NS,TATASTEEL.NS,NTPC.NS,BHARTIARTL.NS,RELIANCE.NS,LT.NS,MARUTI.NS,KOTAKBANK.NS
2017-11-10T00:00:00Z,LT.NS,BRITANNIA.NS,ICICIBANK.NS,ULTRACEMCO.NS,BAJAJ-AUTO.NS,RELIANCE.NS,TATACONSUM.NS,KOTAKBANK.NS,TCS.NS,CIPLA.NS
2019-06-06T23:00:00Z,HDFCLIFE.NS,INDUSINDBK.NS,TATACONSUM.NS,TECHM.NS,BAJFINANCE.NS,CIPLA.NS,COALINDIA.NS,ONGC.NS,NTPC.NS,BAJAJ-AUTO.NS
2015-03-20T00:00:00Z,WIPRO.NS,KOTAKBANK.NS,COALINDIA.NS,INDUSINDBK.NS,TCS.NS,NTPC.NS,ICICIBANK.NS,BRITANNIA.NS,TITAN.NS,TATACONSUM.NS
2016-01-11T00:00:00Z,RELIANCE.NS,NTPC.NS,MARUTI.NS,HINDALCO.NS,GRASIM.NS,WIPRO.NS,NESTLEIND.NS,BAJAJFINSV.NS,TECHM.NS,ICICIBANK.NS
2021-02-02T00:00:00Z,SHREECEM.NS,ULTRACEMCO.NS,HINDALCO.NS,GRASIM.NS,LT.NS,HDFCLIFE.NS,BAJAJFINSV.NS,TATACONSUM.NS,HEROMOTOCO.NS,TITAN.NS
2018-12-19T00:00:00Z,BAJAJFINSV.NS,SHREECEM.NS,BAJFINANCE.NS,MARUTI.NS,ULTRACEMCO.NS,INDUSINDBK.NS,HDFCLIFE.NS,TCS.NS,KOTAKBANK.NS,TITAN.NS
2016-11-03T00:00:00Z,HINDALCO.NS,HEROMOTOCO.NS,ITC.NS,BAJFINANCE.NS,TCS.NS,GRASIM.NS,TATACONSUM.NS,TATASTEEL.NS,WIPRO.NS,NTPC.NS
2021-04-05T23:00:00Z,TATACONSUM.NS,HDFCLIFE.NS,CIPLA.NS,NESTLEIND.NS,BRITANNIA.NS,INDUSINDBK.NS,GRASIM.NS,ICICIBANK.NS,ULTRACEMCO.NS,SHREECEM.NS
2016-09-11T23:00:00Z,TECHM.NS,TCS.NS,RELIANCE.NS,WIPRO.NS,COALINDIA.NS,HINDALCO.NS,TATASTEEL.NS,BAJFINANCE.NS,NTPC.NS,LT.NS
2020-11-11T00:00:00Z,TATASTEEL.NS,HINDALCO.NS,ITC.NS,BAJAJFINSV.NS,HEROMOTOCO.NS,INDUSINDBK.NS,RELIANCE.NS,TITAN.NS,BRITANNIA.NS,SHREECEM.NS
2019-08-20T23:00:00Z,NESTLEIND.NS,HEROMOTOCO.NS,BAJAJ-AUTO.NS,MARUTI.NS,TECHM.NS,TATASTEEL.NS,GRASIM.NS,COALINDIA.NS,ONGC.NS,ULTRACEMCO.NS
2017-07-05T23:00:00Z,ITC.NS,COALINDIA.NS,BHARTIARTL.NS,MARUTI.NS,TATASTEEL.NS,TATACONSUM.NS,GRASIM.NS,HINDALCO.NS,ONGC.NS,NTPC.NS
2015-05-21T23:00:00Z,BRITANNIA.NS,TCS.NS,TECHM.NS,ONGC.NS,LT.NS,ULTRACEMCO.NS,HINDALCO.NS,BAJFINANCE.NS,TITAN.NS,GRASIM.NS
2020-01-27T00:00:00Z,SHREECEM.NS,CIPLA.NS,ULTRACEMCO.NS,ICICIBANK.NS,TECHM.NS,TATASTEEL.NS,HINDALCO.NS,INDUSINDBK.NS,BHARTIARTL.NS,KOTAKBANK.NS
2017-12-12T00:00:00Z,ONGC.NS,HDFCLIFE.NS,NESTLEIND.NS,TITAN.NS,TECHM.NS,TATACONSUM.NS,COALINDIA.NS,HEROMOTOCO.NS,CIPLA.NS,TCS.NS
2015-10-28T00:00:00Z,TITAN.NS,TECHM.NS,KOTAKBANK.NS,CIPLA.NS,BHARTIARTL.NS,ICICIBANK.NS,INDUSINDBK.NS,NTPC.NS,BAJFINANCE.NS,COALINDIA.NS
2017-09-18T23:00:00Z,KOTAKBANK.NS,TATACONSUM.NS,TECHM.NS,NTPC.NS,ICICIBANK.NS,COALINDIA.NS,HINDALCO.NS,LT.NS,RELIANCE.NS,GRASIM.NS
2015-08-04T23:00:00Z,NESTLEIND.NS,WIPRO.NS,BAJAJ-AUTO.NS,TATASTEEL.NS,ULTRACEMCO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,COALINDIA.NS,HINDALCO.NS,ICICIBANK.NS
2020-08-26T23:00:00Z,INDUSINDBK.NS,GRASIM.NS,MARUTI.NS,CIPLA.NS,ICICIBANK.NS,ONGC.NS,BAJAJ-AUTO.NS,RELIANCE.NS,KOTAKBANK.NS,COALINDIA.NS
2018-07-12T23:00:00Z,TITAN.NS,BAJFINANCE.NS,RELIANCE.NS,BAJAJ-AUTO.NS,NESTLEIND.NS,ONGC.NS,GRASIM.NS,ITC.NS,TATACONSUM.NS,ICICIBANK.NS
2016-02-12T00:00:00Z,BHARTIARTL.NS,NTPC.NS,ULTRACEMCO.NS,SHREECEM.NS,TCS.NS,ONGC.NS,HINDALCO.NS,LT.NS,TATASTEEL.NS,NESTLEIND.NS
2019-05-05T23:00:00Z,TCS.NS,ITC.NS,BHARTIARTL.NS,BAJAJFINSV.NS,TECHM.NS,TITAN.NS,HINDALCO.NS,BAJFINANCE.NS,TATASTEEL.NS,INDUSINDBK.NS
2019-11-05T00:00:00Z,BAJFINANCE.NS,BAJAJFINSV.NS,BHARTIARTL.NS,BAJAJ-AUTO.NS,ITC.NS,INDUSINDBK.NS,ULTRACEMCO.NS,TATACONSUM.NS,GRASIM.NS,COALINDIA.NS
2015-04-19T23:00:00Z,BAJFINANCE.NS,ICICIBANK.NS,SHREECEM.NS,TITAN.NS,TATASTEEL.NS,BAJAJFINSV.NS,BRITANNIA.NS,RELIANCE.NS,HEROMOTOCO.NS,INDUSINDBK.NS
2016-12-05T00:00:00Z,TITAN.NS,HINDALCO.NS,BRITANNIA.NS,MARUTI.NS,INDUSINDBK.NS,TECHM.NS,TCS.NS,WIPRO.NS,LT.NS,COALINDIA.NS
2020-05-11T23:00:00Z,NTPC.NS,BHARTIARTL.NS,ITC.NS,INDUSINDBK.NS,BAJFINANCE.NS,RELIANCE.NS,CIPLA.NS,KOTAKBANK.NS,COALINDIA.NS,ONGC.NS
2018-03-27T23:00:00Z,TECHM.NS,WIPRO.NS,COALINDIA.NS,HEROMOTOCO.NS,HDFCLIFE.NS,BHARTIARTL.NS,GRASIM.NS,TATASTEEL.NS,ICICIBANK.NS,BAJAJ-AUTO.NS
2017-03-22T00:00:00Z,BAJAJFINSV.NS,BRITANNIA.NS,CIPLA.NS,WIPRO.NS,KOTAKBANK.NS,TITAN.NS,BHARTIARTL.NS,ITC.NS,ICICIBANK.NS,HINDALCO.NS
2015-02-05T00:00:00Z,WIPRO.NS,SHREECEM.NS,TCS.NS,COALINDIA.NS,HEROMOTOCO.NS,ONGC.NS,HINDALCO.NS,TITAN.NS,ICICIBANK.NS,TATASTEEL.NS
2021-05-18T23:00:00Z,COALINDIA.NS,CIPLA.NS,NESTLEIND.NS,TECHM.NS,WIPRO.NS,BAJAJFINSV.NS,BHARTIARTL.NS,KOTAKBANK.NS,ULTRACEMCO.NS,TATASTEEL.NS
2019-04-03T23:00:00Z,HEROMOTOCO.NS,ULTRACEMCO.NS,BHARTIARTL.NS,BRITANNIA.NS,TATACONSUM.NS,TCS.NS,HINDALCO.NS,INDUSINDBK.NS,HDFCLIFE.NS,RELIANCE.NS
2018-10-29T00:00:00Z,ICICIBANK.NS,LT.NS,CIPLA.NS,RELIANCE.NS,TATASTEEL.NS,INDUSINDBK.NS,KOTAKBANK.NS,BHARTIARTL.NS,SHREECEM.NS,NTPC.NS
