instant,g1,g2,g3,g4,g5,l1,l2,l3,l4,l5
2017-06-15T23:00:00Z,BAJAJFINSV.NS,KOTAKBANK.NS,ULTRACEMCO.NS,ITC.NS,NESTLEIND.NS,CIPLA.NS,WIPRO.NS,SHREECEM.NS,TECHM.NS,HINDALCO.NS
2016-08-30T23:00:00Z,BAJAJFINSV.NS,ULTRACEMCO.NS,TITAN.NS,KOTAKBANK.NS,LT.NS,NESTLEIND.NS,HINDALCO.NS,TATASTEEL.NS,NTPC.NS,TCS.NS
2017-03-02T00:00:00Z,ULTRACEMCO.NS,BAJAJ-AUTO.NS,HEROMOTOCO.NS,TCS.NS,CIPLA.NS,BAJFINANCE.NS,NTPC.NS,BRITANNIA.NS,TITAN.NS,TATACONSUM.NS
2019-05-01T23:00:00Z,HDFCLIFE.NS,HEROMOTOCO.NS,BAJAJ-AUTO.NS,KOTAKBANK.NS,BHARTIARTL.NS,BRITANNIA.NS,ICICIBANK.NS,INDUSINDBK.NS,NESTLEIND.NS,TCS.NS
2019-11-01T00:00:00Z,INDUSINDBK.NS,TATASTEEL.NS,HINDALCO.NS,BAJAJFINSV.NS,TECHM.NS,TATACONSUM.NS,TCS.NS,TITAN.NS,HDFCLIFE.NS,LT.NS
2018-07-16T23:00:00Z,NESTLEIND.NS,HINDALCO.NS,ICICIBANK.NS,CIPLA.NS,TATASTEEL.NS,SHREECEM.NS,BRITANNIA.NS,TECHM.NS,BHARTIARTL.NS,INDUSINDBK.NS
2019-01-16T00:00:00Z,INDUSINDBK.NS,WIPRO.NS,ULTRACEMCO.NS,GRASIM.NS,SHREECEM.NS,NESTLEIND.NS,BAJFINANCE.NS,BHARTIARTL.NS,HEROMOTOCO.NS,TECHM.NS
2021-05-30T23:00:00Z,RELIANCE.NS,ICICIBANK.NS,BHARTIARTL.NS,TATASTEEL.NS,ITC.NS,LT.NS,INDUSINDBK.NS,HDFCLIFE.NS,TECHM.NS,SHREECEM.NS
2020-12-01T00:00:00Z,INDUSINDBK.NS,ONGC.NS,GRASIM.NS,BHARTIARTL.NS,TECHM.NS,NESTLEIND.NS,KOTAKBANK.NS,TATACONSUM.NS,TITAN.NS,NTPC.NS
2016-05-15T23:00:00Z,ITC.NS,NESTLEIND.NS,BAJFINANCE.NS,TECHM.NS,INDUSINDBK.NS,SHREECEM.NS,CIPLA.NS,ICICIBANK.NS,NTPC.NS,BRITANNIA.NS
2015-11-17T00:00:00Z,TATACONSUM.NS,ITC.NS,HINDALCO.NS,TATASTEEL.NS,NESTLEIND.NS,GRASIM.NS,BAJFINANCE.NS,RELIANCE.NS,INDUSINDBK.NS,SHREECEM.NS
2018-06-14T23:00:00Z,CIPLA.NS,TCS.NS,BRITANNIA.NS,BAJFINANCE.NS,TECHM.NS,HINDALCO.NS,HDFCLIFE.NS,TATACONSUM.NS,ULTRACEMCO.NS,ONGC.NS
2021-03-18T00:00:00Z,ITC.NS,BAJAJ-AUTO.NS,HINDALCO.NS,GRASIM.NS,BHARTIARTL.NS,HEROMOTOCO.NS,NTPC.NS,TCS.NS,TECHM.NS,WIPRO.NS
2017-08-29T23:00:00Z,HINDALCO.NS,GRASIM.NS,TATACONSUM.NS,RELIANCE.NS,ULTRACEMCO.NS,TECHM.NS,CIPLA.NS,NTPC.NS,WIPRO.NS,BHARTIARTL.NS
2016-03-03T00:00:00Z,TATASTEEL.NS,LT.NS,HINDALCO.NS,SHREECEM.NS,NESTLEIND.NS,BAJFINANCE.NS,BAJAJFINSV.NS,ULTRACEMCO.NS,ICICIBANK.NS,BRITANNIA.NS
2020-04-29T23:00:00Z,ONGC.NS,HINDALCO.NS,HEROMOTOCO.NS,COALINDIA.NS,MARUTI.NS,CIPLA.NS,TATACONSUM.NS,INDUSINDBK.NS,ITC.NS,BRITANNIA.NS
2018-11-02T00:00:00Z,MARUTI.NS,SHREECEM.NS,INDUSINDBK.NS,HINDALCO.NS,HDFCLIFE.NS,TECHM.NS,WIPRO.NS,BAJFINANCE.NS,CIPLA.NS,TCS.NS
2019-07-15T23:00:00Z,NTPC.NS,TITAN.NS,BAJAJFINSV.NS,TATACONSUM.NS,NESTLEIND.NS,TCS.NS,BRITANNIA.NS,HINDALCO.NS,KOTAKBANK.NS,TECHM.NS
2015-04-15T23:00:00Z,ONGC.NS,BAJFINANCE.NS,HINDALCO.NS,NTPC.NS,BAJAJFINSV.NS,HEROMOTOCO.NS,ULTRACEMCO.NS,CIPLA.NS,GRASIM.NS,LT.NS
2018-01-17T00:00:00Z,ICICIBANK.NS,LT.NS,ITC.NS,BRITANNIA.NS,GRASIM.NS,WIPRO.NS,TATACONSUM.NS,HDFCLIFE.NS,ONGC.NS,SHREECEM.NS
2015-06-29T23:00:00Z,NESTLEIND.NS,COALINDIA.NS,ULTRACEMCO.NS,TATASTEEL.NS,BRITANNIA.NS,TCS.NS,TECHM.NS,WIPRO.NS,ICICIBANK.NS,HINDALCO.NS
2019-12-03T00:00:00Z,BAJAJ-AUTO.NS,HDFCLIFE.NS,BAJAJFINSV.NS,TCS.NS,KOTAKBANK.NS,TATASTEEL.NS,GRASIM.NS,HINDALCO.NS,INDUSINDBK.NS,SHREECEM.NS
2017-05-14T23:00:00Z,TATASTEEL.NS,HINDALCO.NS,BAJAJFINSV.NS,SHREECEM.NS,GRASIM.NS,NESTLEIND.NS,TITAN.NS,HEROMOTOCO.NS,RELIANCE.NS,BHARTIARTL.NS
2015-10-14T23:00:00Z,MARUTI.NS,TATASTEEL.NS,HEROMOTOCO.NS,ONGC.NS,COALINDIA.NS,SHREECEM.NS,CIPLA.NS,WIPRO.NS,HINDALCO.NS,NTPC.NS
2019-06-13T23:00:00Z,LT.NS,ONGC.NS,WIPRO.NS,TCS.NS,TATASTEEL.NS,INDUSINDBK.NS,BHARTIARTL.NS,TATACONSUM.NS,KOTAKBANK.NS,BAJAJ-AUTO.NS
2020-03-19T00:00:00Z,ITC.NS,BHARTIARTL.NS,KOTAKBANK.NS,HEROMOTOCO.NS,BAJAJ-AUTO.NS,ONGC.NS,BAJFINANCE.NS,MARUTI.NS,HINDALCO.NS,TECHM.NS
2018-08-28T23:00:00Z,BAJFINANCE.NS,ONGC.NS,HDFCLIFE.NS,TATASTEEL.NS,ICICIBANK.NS,COALINDIA.NS,RELIANCE.NS,BRITANNIA.NS,INDUSINDBK.NS,NTPC.NS
2015-03-05T00:00:00Z,BAJAJFINSV.NS,BRITANNIA.NS,CIPLA.NS,WIPRO.NS,BAJFINANCE.NS,ULTRACEMCO.NS,HINDALCO.NS,GRASIM.NS,COALINDIA.NS,TCS.NS
2021-04-28T23:00:00Z,BAJAJFINSV.NS,TATASTEEL.NS,BAJFINANCE.NS,HINDALCO.NS,INDUSINDBK.NS,HEROMOTOCO.NS,BAJAJ-AUTO.NS,LT.NS,SHREECEM.NS,TATACONSUM.NS
2017-11-03T00:00:00Z,ONGC.NS,INDUSINDBK.NS,LT.NS,NESTLEIND.NS,BAJFINANCE.NS,COALINDIA.NS,HEROMOTOCO.NS,SHREECEM.NS,TECHM.NS,BAJAJ-AUTO.NS
2020-07-13T23:00:00Z,TITAN.NS,BHARTIARTL.NS,BAJAJ-AUTO.NS,TECHM.NS,HDFCLIFE.NS,INDUSINDBK.NS,MARUTI.NS,BAJAJFINSV.NS,HINDALCO.NS,HEROMOTOCO.NS
2017-01-18T00:00:00Z,ULTRACEMCO.NS,HINDALCO.NS,SHREECEM.NS,TATASTEEL.NS,BRITANNIA.NS,NTPC.NS,HEROMOTOCO.NS,BHARTIARTL.NS,CIPLA.NS,BAJAJ-AUTO.NS
2016-06-27T23:00:00Z,ITC.NS,BRITANNIA.NS,GRASIM.NS,CIPLA.NS,BHARTIARTL.NS,SHREECEM.NS,HINDALCO.NS,TCS.NS,HEROMOTOCO.NS,WIPRO.NS
2016-09-20T23:00:00Z,HINDALCO.NS,BAJAJFINSV.NS,TATASTEEL.NS,TITAN.NS,BHARTIARTL.NS,ITC.NS,ONGC.NS,ICICIBANK.NS,SHREECEM.NS,ULTRACEMCO.NS
2015-03-27T00:00:00Z,HINDALCO.NS,LT.NS,INDUSINDBK.NS,ICICIBANK.NS,MARUTI.NS,BHARTIARTL.NS,WIPRO.NS,RELIANCE.NS,BRITANNIA.NS,BAJAJFINSV.NS
2019-05-22T23:00:00Z,INDUSINDBK.NS,GRASIM.NS,SHREECEM.NS,CIPLA.NS,HDFCLIFE.NS,ITC.NS,HINDALCO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,TATASTEEL.NS
2019-08-27T23:00:00Z,TATACONSUM.NS,TECHM.NS,BRITANNIA.NS,NESTLEIND.NS,SHREECEM.NS,TATASTEEL.NS,COALINDIA.NS,ONGC.NS,MARUTI.NS,NTPC.NS
2015-05-28T23:00:00Z,BHARTIARTL.NS,SHREECEM.NS,GRASIM.NS,KOTAKBANK.NS,INDUSINDBK.NS,BAJFINANCE.NS,NESTLEIND.NS,BRITANNIA.NS,HINDALCO.NS,TITAN.NS
2016-01-20T00:00:00Z,NESTLEIND.NS,BAJAJ-AUTO.NS,TITAN.NS,HEROMOTOCO.NS,BAJAJFINSV.NS,HINDALCO.NS,RELIANCE.NS,COALINDIA.NS,MARUTI.NS,TATACONSUM.NS
2020-06-21T23:00:00Z,BAJAJ-AUTO.NS,BAJFINANCE.NS,BAJAJFINSV.NS,COALINDIA.NS,KOTAKBANK.NS,WIPRO.NS,ONGC.NS,TCS.NS,RELIANCE.NS,HINDALCO.NS
2017-06-26T23:00:00Z,GRASIM.NS,BHARTIARTL.NS,ONGC.NS,HEROMOTOCO.NS,TATASTEEL.NS,BAJFINANCE.NS,ULTRACEMCO.NS,TATACONSUM.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS
2018-12-26T00:00:00Z,BHARTIARTL.NS,BAJAJFINSV.NS,ULTRACEMCO.NS,SHREECEM.NS,GRASIM.NS,TCS.NS,NESTLEIND.NS,ONGC.NS,CIPLA.NS,TECHM.NS
2015-10-27T00:00:00Z,BAJAJFINSV.NS,MARUTI.NS,ULTRACEMCO.NS,WIPRO.NS,NESTLEIND.NS,SHREECEM.NS,ONGC.NS,TATACONSUM.NS,TATASTEEL.NS,TITAN.NS
2017-09-19T23:00:00Z,TATASTEEL.NS,ITC.NS,ONGC.NS,RELIANCE.NS,WIPRO.NS,HEROMOTOCO.NS,TITAN.NS,ICICIBANK.NS,TATACONSUM.NS,INDUSINDBK.NS
2018-03-22T00:00:00Z,ONGC.NS,TITAN.NS,SHREECEM.NS,RELIANCE.NS,INDUSINDBK.NS,WIPRO.NS,ICICIBANK.NS,MARUTI.NS,CIPLA.NS,ULTRACEMCO.NS
2020-05-20T23:00:00Z,ITC.NS,HINDALCO.NS,HEROMOTOCO.NS,MARUTI.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,INDUSINDBK.NS,NTPC.NS,BAJFINANCE.NS,GRASIM.NS
2020-08-25T23:00:00Z,HEROMOTOCO.NS,INDUSINDBK.NS,RELIANCE.NS,KOTAKBANK.NS,BAJAJ-AUTO.NS,BHARTIARTL.NS,ULTRACEMCO.NS,MARUTI.NS,HDFCLIFE.NS,LT.NS
2021-02-25T00:00:00Z,COALINDIA.NS,HINDALCO.NS,ONGC.NS,NTPC.NS,RELIANCE.NS,ICICIBANK.NS,NESTLEIND.NS,LT.NS,TITAN.NS,KOTAKBANK.NS
2016-05-26T23:00:00Z,RELIANCE.NS,BAJFINANCE.NS,BAJAJFINSV.NS,BAJAJ-AUTO.NS,HINDALCO.NS,ONGC.NS,TECHM.NS,TATACONSUM.NS,BRITANNIA.NS,ITC.NS
2020-11-20T00:00:00Z,BAJAJFINSV.NS,TITAN.NS,BAJFINANCE.NS,KOTAKBANK.NS,BHARTIARTL.NS,RELIANCE.NS,INDUSINDBK.NS,ONGC.NS,COALINDIA.NS,CIPLA.NS
2018-06-25T23:00:00Z,GRASIM.NS,COALINDIA.NS,ULTRACEMCO.NS,HINDALCO.NS,NESTLEIND.NS,RELIANCE.NS,CIPLA.NS,TATASTEEL.NS,BAJAJFINSV.NS,TECHM.NS
2017-12-27T00:00:00Z,TECHM.NS,WIPRO.NS,SHREECEM.NS,TATASTEEL.NS,CIPLA.NS,ICICIBANK.NS,BHARTIARTL.NS,ULTRACEMCO.NS,BAJAJFINSV.NS,NESTLEIND.NS
2015-04-26T23:00:00Z,MARUTI.NS,WIPRO.NS,COALINDIA.NS,TCS.NS,NESTLEIND.NS,BAJFINANCE.NS,TATACONSUM.NS,BRITANNIA.NS,BAJAJFINSV.NS,TITAN.NS
2018-09-18T23:00:00Z,COALINDIA.NS,ONGC.NS,TECHM.NS,TATASTEEL.NS,HEROMOTOCO.NS,BAJAJFINSV.NS,INDUSINDBK.NS,BAJFINANCE.NS,HDFCLIFE.NS,MARUTI.NS
2017-03-23T00:00:00Z,TATACONSUM.NS,NTPC.NS,BAJFINANCE.NS,WIPRO.NS,HEROMOTOCO.NS,SHREECEM.NS,BRITANNIA.NS,ITC.NS,TCS.NS,NESTLEIND.NS
2021-05-19T23:00:00Z,CIPLA.NS,INDUSINDBK.NS,TITAN.NS,LT.NS,HDFCLIFE.NS,TATASTEEL.NS,HINDALCO.NS,COALINDIA.NS,BRITANNIA.NS,ONGC.NS
2017-05-25T23:00:00Z,TATASTEEL.NS,BAJFINANCE.NS,HINDALCO.NS,ITC.NS,TATACONSUM.NS,CIPLA.NS,BRITANNIA.NS,TCS.NS,BAJAJ-AUTO.NS,NTPC.NS
2019-11-22T00:00:00Z,TATASTEEL.NS,NTPC.NS,ONGC.NS,GRASIM.NS,COALINDIA.NS,TCS.NS,WIPRO.NS,KOTAKBANK.NS,BRITANNIA.NS,TECHM.NS
2020-02-27T00:00:00Z,TITAN.NS,HDFCLIFE.NS,SHREECEM.NS,GRASIM.NS,KOTAKBANK.NS,WIPRO.NS,ONGC.NS,INDUSINDBK.NS,ICICIBANK.NS,HEROMOTOCO.NS
2015-07-20T23:00:00Z,BHARTIARTL.NS,TECHM.NS,WIPRO.NS,HEROMOTOCO.NS,BAJAJ-AUTO.NS,ULTRACEMCO.NS,ONGC.NS,TATASTEEL.NS,CIPLA.NS,TATACONSUM.NS
2019-06-24T23:00:00Z,RELIANCE.NS,TATASTEEL.NS,SHREECEM.NS,HINDALCO.NS,NTPC.NS,INDUSINDBK.NS,HDFCLIFE.NS,TECHM.NS,LT.NS,TCS.NS
2020-12-22T00:00:00Z,TECHM.NS,WIPRO.NS,TATACONSUM.NS,LT.NS,CIPLA.NS,KOTAKBANK.NS,BAJFINANCE.NS,INDUSINDBK.NS,HINDALCO.NS,RELIANCE.NS
2016-12-28T00:00:00Z,COALINDIA.NS,BAJAJFINSV.NS,INDUSINDBK.NS,SHREECEM.NS,BAJFINANCE.NS,RELIANCE.NS,HINDALCO.NS,HEROMOTOCO.NS,TATASTEEL.NS,TATACONSUM.NS
2016-04-24T23:00:00Z,BHARTIARTL.NS,TCS.NS,BAJAJ-AUTO.NS,TATACONSUM.NS,KOTAKBANK.NS,HINDALCO.NS,MARUTI.NS,NTPC.NS,RELIANCE.NS,ONGC.NS
2019-09-17T23:00:00Z,TATASTEEL.NS,HDFCLIFE.NS,TECHM.NS,BAJAJFINSV.NS,TATACONSUM.NS,BRITANNIA.NS,COALINDIA.NS,ONGC.NS,BHARTIARTL.NS,MARUTI.NS
2015-06-18T23:00:00Z,BAJFINANCE.NS,NESTLEIND.NS,ONGC.NS,MARUTI.NS,RELIANCE.NS,NTPC.NS,COALINDIA.NS,TITAN.NS,CIPLA.NS,LT.NS
2015-09-23T23:00:00Z,INDUSINDBK.NS,WIPRO.NS,ITC.NS,TECHM.NS,BAJAJ-AUTO.NS,ONGC.NS,SHREECEM.NS,COALINDIA.NS,TATASTEEL.NS,LT.NS
2018-05-24T23:00:00Z,HINDALCO.NS,ONGC.NS,BAJAJFINSV.NS,TATASTEEL.NS,INDUSINDBK.NS,COALINDIA.NS,TECHM.NS,ICICIBANK.NS,TCS.NS,WIPRO.NS
2019-02-28T00:00:00Z,ONGC.NS,COALINDIA.NS,NTPC.NS,ICICIBANK.NS,TITAN.NS,TCS.NS,MARUTI.NS,HEROMOTOCO.NS,ULTRACEMCO.NS,WIPRO.NS
2016-07-18T23:00:00Z,ICICIBANK.NS,BAJAJFINSV.NS,TCS.NS,TATASTEEL.NS,RELIANCE.NS,INDUSINDBK.NS,BRITANNIA.NS,BAJFINANCE.NS,COALINDIA.NS,GRASIM.NS
2016-10-23T23:00:00Z,ONGC.NS,ICICIBANK.NS,COALINDIA.NS,NTPC.NS,MARUTI.NS,WIPRO.NS,BAJAJFINSV.NS,LT.NS,TECHM.NS,BHARTIARTL.NS
2016-06-26T23:00:00Z,BAJAJFINSV.NS,ULTRACEMCO.NS,CIPLA.NS,LT.NS,HINDALCO.NS,TCS.NS,INDUSINDBK.NS,COALINDIA.NS,BHARTIARTL.NS,WIPRO.NS
2017-01-19T00:00:00Z,BAJAJFINSV.NS,TITAN.NS,ONGC.NS,TATACONSUM.NS,SHREECEM.NS,ULTRACEMCO.NS,WIPRO.NS,INDUSINDBK.NS,HINDALCO.NS,TECHM.NS
2020-06-22T23:00:00Z,LT.NS,BAJFINANCE.NS,INDUSINDBK.NS,NTPC.NS,HINDALCO.NS,RELIANCE.NS,BHARTIARTL.NS,MARUTI.NS,COALINDIA.NS,BAJAJ-AUTO.NS
2018-12-05T00:00:00Z,TATACONSUM.NS,TECHM.NS,WIPRO.NS,RELIANCE.NS,BAJAJ-AUTO.NS,HINDALCO.NS,TATASTEEL.NS,CIPLA.NS,BAJAJFINSV.NS,COALINDIA.NS
2017-07-27T23:00:00Z,KOTAKBANK.NS,BRITANNIA.NS,INDUSINDBK.NS,BAJFINANCE.NS,ONGC.NS,ICICIBANK.NS,HINDALCO.NS,HEROMOTOCO.NS,LT.NS,TATASTEEL.NS
2018-02-19T00:00:00Z,HDFCLIFE.NS,COALINDIA.NS,RELIANCE.NS,KOTAKBANK.NS,TITAN.NS,TATASTEEL.NS,TATACONSUM.NS,LT.NS,BAJAJ-AUTO.NS,TECHM.NS
2017-04-23T23:00:00Z,SHREECEM.NS,GRASIM.NS,ULTRACEMCO.NS,LT.NS,MARUTI.NS,CIPLA.NS,NESTLEIND.NS,NTPC.NS,ICICIBANK.NS,INDUSINDBK.NS
2015-03-26T00:00:00Z,BRITANNIA.NS,BHARTIARTL.NS,ULTRACEMCO.NS,BAJAJFINSV.NS,HEROMOTOCO.NS,WIPRO.NS,ICICIBANK.NS,NESTLEIND.NS,COALINDIA.NS,ONGC.NS
2019-03-22T00:00:00Z,NTPC.NS,LT.NS,HINDALCO.NS,TATASTEEL.NS,NESTLEIND.NS,RELIANCE.NS,MARUTI.NS,CIPLA.NS,TATACONSUM.NS,KOTAKBANK.NS
2019-08-26T23:00:00Z,BRITANNIA.NS,HDFCLIFE.NS,TATASTEEL.NS,INDUSINDBK.NS,NTPC.NS,BHARTIARTL.NS,TECHM.NS,GRASIM.NS,TCS.NS,TATACONSUM.NS
2015-05-27T23:00:00Z,BRITANNIA.NS,TITAN.NS,HEROMOTOCO.NS,ITC.NS,ULTRACEMCO.NS,SHREECEM.NS,CIPLA.NS,TATACONSUM.NS,GRASIM.NS,HINDALCO.NS
2019-05-23T23:00:00Z,ICICIBANK.NS,LT.NS,BHARTIARTL.NS,TATASTEEL.NS,INDUSINDBK.NS,NESTLEIND.NS,TECHM.NS,NTPC.NS,TCS.NS,TITAN.NS
2021-02-04T00:00:00Z,ITC.NS,BAJFINANCE.NS,COALINDIA.NS,ONGC.NS,SHREECEM.NS,CIPLA.NS,INDUSINDBK.NS,BHARTIARTL.NS,HDFCLIFE.NS,TECHM.NS
2021-04-07T23:00:00Z,TATASTEEL.NS,SHREECEM.NS,TITAN.NS,HINDALCO.NS,ULTRACEMCO.NS,INDUSINDBK.NS,ONGC.NS,BAJFINANCE.NS,BAJAJ-AUTO.NS,MARUTI.NS
2016-01-21T00:00:00Z,ULTRACEMCO.NS,BAJFINANCE.NS,TATASTEEL.NS,WIPRO.NS,HINDALCO.NS,MARUTI.NS,COALINDIA.NS,ONGC.NS,BRITANNIA.NS,CIPLA.NS
2017-12-06T00:00:00Z,HDFCLIFE.NS,TECHM.NS,RELIANCE.NS,MARUTI.NS,NESTLEIND.NS,HINDALCO.NS,TITAN.NS,BAJFINANCE.NS,ICICIBANK.NS,TATACONSUM.NS
2020-11-09T00:00:00Z,INDUSINDBK.NS,BHARTIARTL.NS,ICICIBANK.NS,HINDALCO.NS,TATASTEEL.NS,CIPLA.NS,ITC.NS,MARUTI.NS,GRASIM.NS,BAJAJFINSV.NS
2017-02-20T00:00:00Z,TATASTEEL.NS,TCS.NS,MARUTI.NS,BHARTIARTL.NS,GRASIM.NS,BAJAJFINSV.NS,ITC.NS,TECHM.NS,ICICIBANK.NS,HINDALCO.NS
2018-07-26T23:00:00Z,ITC.NS,HDFCLIFE.NS,TITAN.NS,HINDALCO.NS,TATASTEEL.NS,SHREECEM.NS,BAJAJFINSV.NS,COALINDIA.NS,TCS.NS,MARUTI.NS
2017-10-10T23:00:00Z,BHARTIARTL.NS,TCS.NS,WIPRO.NS,BRITANNIA.NS,TATACONSUM.NS,BAJFINANCE.NS,SHREECEM.NS,TATASTEEL.NS,KOTAKBANK.NS,HINDALCO.NS
2018-04-22T23:00:00Z,INDUSINDBK.NS,CIPLA.NS,ULTRACEMCO.NS,KOTAKBANK.NS,BAJFINANCE.NS,NESTLEIND.NS,HINDALCO.NS,GRASIM.NS,ICICIBANK.NS,TATACONSUM.NS
2018-03-23T00:00:00Z,TITAN.NS,TECHM.NS,HDFCLIFE.NS,COALINDIA.NS,BAJAJFINSV.NS,HINDALCO.NS,ICICIBANK.NS,TATASTEEL.NS,LT.NS,SHREECEM.NS
2020-08-24T23:00:00Z,BAJFINANCE.NS,TECHM.NS,BAJAJFINSV.NS,ICICIBANK.NS,INDUSINDBK.NS,SHREECEM.NS,NTPC.NS,HEROMOTOCO.NS,TATASTEEL.NS,NESTLEIND.NS
2016-05-25T23:00:00Z,LT.NS,ONGC.NS,ICICIBANK.NS,TECHM.NS,KOTAKBANK.NS,SHREECEM.NS,TATACONSUM.NS,TITAN.NS,NTPC.NS,RELIANCE.NS
2020-05-21T23:00:00Z,CIPLA.NS,SHREECEM.NS,ULTRACEMCO.NS,TECHM.NS,BRITANNIA.NS,BAJAJFINSV.NS,BAJFINANCE.NS,ICICIBANK.NS,HINDALCO.NS,BAJAJ-AUTO.NS
2015-08-10T23:00:00Z,TECHM.NS,BRITANNIA.NS,TCS.NS,CIPLA.NS,INDUSINDBK.NS,TATASTEEL.NS,HINDALCO.NS,COALINDIA.NS,ICICIBANK.NS,ONGC.NS
2020-02-06T00:00:00Z,INDUSINDBK.NS,BAJFINANCE.NS,BHARTIARTL.NS,HDFCLIFE.NS,HEROMOTOCO.NS,CIPLA.NS,TITAN.NS,ITC.NS,HINDALCO.NS,KOTAKBANK.NS
2018-06-24T23:00:00Z,ULTRACEMCO.NS,BAJFINANCE.NS,TATACONSUM.NS,INDUSINDBK.NS,TECHM.NS,ICICIBANK.NS,LT.NS,COALINDIA.NS,ONGC.NS,NTPC.NS
2021-03-08T00:00:00Z,LT.NS,ONGC.NS,NTPC.NS,COALINDIA.NS,TECHM.NS,SHREECEM.NS,BAJFINANCE.NS,ULTRACEMCO.NS,INDUSINDBK.NS,BAJAJ-AUTO.NS
2016-12-07T00:00:00Z,HEROMOTOCO.NS,GRASIM.NS,NESTLEIND.NS,TITAN.NS,KOTAKBANK.NS,TECHM.NS,SHREECEM.NS,TATASTEEL.NS,BAJAJFINSV.NS,ITC.NS
2019-11-11T00:00:00Z,INDUSINDBK.NS,ICICIBANK.NS,KOTAKBANK.NS,BAJAJFINSV.NS,TATASTEEL.NS,NESTLEIND.NS,HEROMOTOCO.NS,HINDALCO.NS,CIPLA.NS,TCS.NS
2016-02-22T00:00:00Z,ULTRACEMCO.NS,BRITANNIA.NS,RELIANCE.NS,TATACONSUM.NS,GRASIM.NS,BAJAJFINSV.NS,NTPC.NS,TECHM.NS,MARUTI.NS,ITC.NS
2019-07-25T23:00:00Z,BAJFINANCE.NS,BAJAJFINSV.NS,HEROMOTOCO.NS,BAJAJ-AUTO.NS,TATACONSUM.NS,RELIANCE.NS,TECHM.NS,ONGC.NS,BHARTIARTL.NS,TCS.NS
2019-04-21T23:00:00Z,WIPRO.NS,BHARTIARTL.NS,TECHM.NS,TCS.NS,NTPC.NS,INDUSINDBK.NS,HINDALCO.NS,RELIANCE.NS,ICICIBANK.NS,HDFCLIFE.NS
2018-10-09T23:00:00Z,BAJFINANCE.NS,BAJAJFINSV.NS,TATACONSUM.NS,TITAN.NS,ICICIBANK.NS,TCS.NS,WIPRO.NS,SHREECEM.NS,COALINDIA.NS,ULTRACEMCO.NS
2020-12-11T00:00:00Z,ONGC.NS,NTPC.NS,COALINDIA.NS,TATASTEEL.NS,ITC.NS,CIPLA.NS,TECHM.NS,GRASIM.NS,WIPRO.NS,TATACONSUM.NS
2017-03-24T00:00:00Z,ICICIBANK.NS,KOTAKBANK.NS,ITC.NS,RELIANCE.NS,SHREECEM.NS,GRASIM.NS,TECHM.NS,TCS.NS,TITAN.NS,ONGC.NS
2017-05-24T23:00:00Z,LT.NS,ICICIBANK.NS,INDUSINDBK.NS,BAJFINANCE.NS,TCS.NS,CIPLA.NS,TITAN.NS,BRITANNIA.NS,NESTLEIND.NS,ULTRACEMCO.NS
2021-05-20T23:00:00Z,INDUSINDBK.NS,ICICIBANK.NS,KOTAKBANK.NS,BHARTIARTL.NS,BAJAJ-AUTO.NS,GRASIM.NS,CIPLA.NS,BAJAJFINSV.NS,COALINDIA.NS,BRITANNIA.NS
2016-08-08T23:00:00Z,SHREECEM.NS,COALINDIA.NS,BAJFINANCE.NS,ONGC.NS,ULTRACEMCO.NS,GRASIM.NS,HINDALCO.NS,BAJAJFINSV.NS,HEROMOTOCO.NS,TATASTEEL.NS
2019-02-07T00:00:00Z,BAJAJ-AUTO.NS,GRASIM.NS,HEROMOTOCO.NS,COALINDIA.NS,ULTRACEMCO.NS,RELIANCE.NS,LT.NS,HINDALCO.NS,NTPC.NS,TECHM.NS
2019-06-23T23:00:00Z,TCS.NS,COALINDIA.NS,NESTLEIND.NS,INDUSINDBK.NS,NTPC.NS,ONGC.NS,TATASTEEL.NS,BAJAJ-AUTO.NS,TECHM.NS,BRITANNIA.NS
2015-10-04T23:00:00Z,TATASTEEL.NS,ICICIBANK.NS,SHREECEM.NS,HINDALCO.NS,LT.NS,MARUTI.NS,WIPRO.NS,INDUSINDBK.NS,ITC.NS,COALINDIA.NS
2020-03-09T00:00:00Z,ULTRACEMCO.NS,CIPLA.NS,NTPC.NS,NESTLEIND.NS,ITC.NS,ONGC.NS,RELIANCE.NS,INDUSINDBK.NS,TATASTEEL.NS,TCS.NS
2015-12-09T00:00:00Z,TCS.NS,ITC.NS,ONGC.NS,NTPC.NS,WIPRO.NS,SHREECEM.NS,TATASTEEL.NS,COALINDIA.NS,BAJAJ-AUTO.NS,HINDALCO.NS
2018-11-12T00:00:00Z,TITAN.NS,TATACONSUM.NS,TECHM.NS,TATASTEEL.NS,KOTAKBANK.NS,BAJFINANCE.NS,HINDALCO.NS,HEROMOTOCO.NS,MARUTI.NS,BAJAJFINSV.NS
2015-02-23T00:00:00Z,KOTAKBANK.NS,TCS.NS,LT.NS,COALINDIA.NS,NTPC.NS,TITAN.NS,RELIANCE.NS,NESTLEIND.NS,BAJAJFINSV.NS,TATACONSUM.NS
2020-07-23T23:00:00Z,RELIANCE.NS,TECHM.NS,INDUSINDBK.NS,WIPRO.NS,TATACONSUM.NS,HINDALCO.NS,ICICIBANK.NS,GRASIM.NS,ONGC.NS,KOTAKBANK.NS
